"idx_sin","gar_sin","surv_sin","decl_sin","clo_sin","gest_sin","mt_eval","mt_regl","incoh_decl_before_surv","incoh_gest_before_decl","incoh_clo_before_surv","incoh_neg_eval","incoh_neg_regl","delai_declaration_jours","sinistre_cloturé","sinistre_payé"
"S19-3774685","AssVHR",2019-05-29,2019-05-29,2019-11-19,2019-11-19,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-3782250","Ass0km",2019-05-10,2019-05-12,2019-06-26,2019-06-26,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0
"S19-3787702","AssVHR",2019-08-22,2019-08-23,2019-12-08,2019-12-08,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S19-3789773","Ass0km",2019-07-01,2019-07-07,2019-07-07,2019-07-07,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,0
"S19-3792429","AssVHR",2019-07-31,2019-08-03,2020-02-29,2020-02-29,-227.01,-227.01,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,0
"S19-3793589","Ass0km",2019-08-12,2019-08-14,2019-09-29,2019-09-29,-209.92,-209.92,FALSE,FALSE,FALSE,TRUE,TRUE,2,1,0
"S19-3806471","AssVHR",2019-05-07,2019-05-07,2019-09-22,2019-09-22,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-3809300","AssVHR",2019-01-22,2019-01-22,2019-06-05,2019-06-05,-280.28,-280.28,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S19-3811195","AssVHR",2019-08-05,2019-08-06,2019-08-06,2019-08-06,-265.31,-265.31,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,0
"S19-3825314","AssVHR",2019-01-26,2019-01-26,2019-05-12,2019-05-12,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-3835563","AssBase",2019-02-26,2019-03-01,2019-04-20,2019-04-20,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0
"S19-3848724","AssBase",2019-01-08,2019-01-08,2019-03-13,2019-03-13,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-3867344","AssBase",2019-01-21,2019-01-22,2019-03-01,2019-03-01,209.39,209.39,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-3870536","AssBase",2019-07-06,2019-07-10,2019-11-03,2019-11-03,182.62,182.62,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S19-3875232","AssVHR",2019-08-06,2019-08-08,2019-12-24,2019-12-24,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0
"S19-3875716","AssBase",2019-02-22,2019-02-24,2019-03-27,2019-03-27,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0
"S19-3880534","AssBase",2019-10-31,2019-10-31,2020-09-20,2020-09-20,206.88,206.88,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-3888451","AssBase",2019-12-03,2019-12-04,2020-01-17,2020-01-17,217.44,217.44,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-3888976","AssBase",2019-08-22,2019-08-25,2019-09-24,2019-09-24,276.63,276.63,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S19-3891175","AssBase",2019-05-22,2019-05-22,2019-05-31,2019-05-31,145.83,145.83,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-3893231","AssBase",2019-04-23,2019-04-23,2019-07-21,2019-07-21,146.87,146.87,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-3893530","Ass0km",2019-05-18,2019-05-18,2019-06-11,2019-06-11,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-3894594","AssBase",2019-12-15,2019-12-19,2020-01-08,2020-01-08,201.83,201.83,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S19-3900400","AssBase",2019-09-24,2019-09-26,2020-05-06,2020-05-06,189.72,189.72,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-3911666","AssBase",2019-08-28,2019-08-29,2019-12-16,2019-12-16,-201.96,-201.96,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,0
"S19-3914951","AssVHR",2019-05-21,2019-05-23,2019-12-03,2019-12-03,-274.65,-274.65,FALSE,FALSE,FALSE,TRUE,TRUE,2,1,0
"S19-3917582","AssBase",2019-07-12,2019-07-16,2019-07-16,2019-07-16,1869.88,1869.88,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S19-3918390","AssVHR",2019-11-12,2019-11-13,2020-02-21,2020-02-21,-241.23,-241.23,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,0
"S19-3922884","AssBase",2019-01-01,2019-01-01,2019-02-08,2019-02-08,148.48,148.48,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-3924284","AssVHR",2019-02-20,2019-02-23,2019-06-08,2019-06-08,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0
"S19-3925498","AssBase",2019-04-04,2019-04-04,2019-05-11,2019-05-11,187.92,187.92,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-3932021","Ass0km",2019-03-21,2019-03-21,2019-04-20,2019-04-20,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-3949651","AssBase",2019-07-13,2019-07-17,2019-09-14,2019-09-14,188.83,188.83,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S19-3949775","AssBase",2019-11-20,2019-11-21,2019-12-28,2019-12-28,239.83,239.83,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-3952798","AssBase",2019-07-26,2019-07-27,2019-11-04,2019-11-04,176.86,176.86,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-3953896","AssBase",2019-02-04,2019-02-04,2019-03-06,2019-03-06,170.12,170.12,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-3957170","AssVHR",2019-03-14,2019-03-16,2019-06-25,2019-06-25,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0
"S19-3957171","AssBase",2019-05-30,2019-05-31,2019-11-16,2019-11-16,-267.72,-267.72,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,0
"S19-3958431","AssBase",2019-07-17,2019-07-18,2020-05-07,2020-05-07,179.68,179.68,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-3960542","AssBase",2019-03-25,2019-03-25,2019-04-01,2019-04-01,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-3967618","AssBase",2019-10-11,2019-10-12,2019-12-08,2019-12-08,195.83,195.83,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-3970428","AssBase",2019-06-23,2019-06-23,2019-11-21,2019-11-21,156.65,156.65,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-3972099","AssBase",2019-10-06,2019-10-24,2019-12-10,2019-12-10,-216.58,-216.58,FALSE,FALSE,FALSE,TRUE,TRUE,18,1,0
"S19-3974159","Ass0km",2019-08-15,2019-08-23,2019-09-05,2019-09-05,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,0
"S19-3992409","AssBase",2019-08-07,2019-08-08,2019-08-20,2019-08-20,-254.25,-254.25,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,0
"S19-3999141","AssBase",2019-09-02,2019-09-04,2019-09-25,2019-09-25,243.76,243.76,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-4001227","AssBase",2019-08-01,2019-08-01,2019-08-26,2019-08-26,202.52,202.52,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4002192","AssBase",2019-08-21,2019-09-02,2019-12-24,2019-12-24,171.13,171.13,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,1
"S19-4016923","AssVHR",2019-08-07,2019-08-07,2020-09-07,2020-09-07,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-4019346","AssBase",2019-11-07,2019-11-09,2020-01-22,2020-01-22,1890.77,1890.77,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-4026216","AssBase",2019-04-16,2019-04-20,2020-07-13,2020-07-13,193.34,193.34,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S19-4029851","AssBase",2019-03-27,2019-03-28,2019-10-23,2019-10-23,177.7,177.7,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-4034167","AssBase",2019-12-18,2019-12-20,2019-12-20,2019-12-20,197.4,197.4,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-4035548","AssBase",2019-05-29,2019-06-01,2019-08-03,2019-08-03,215.28,215.28,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S19-4038439","Ass0km",2019-09-15,2019-09-18,2019-12-31,2019-12-31,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0
"S19-4049199","AssBase",2019-08-29,2019-08-29,2019-10-18,2019-10-18,169.37,169.37,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4049764","AssBase",2019-03-13,2019-03-26,2019-04-12,2019-04-12,181.15,181.15,FALSE,FALSE,FALSE,FALSE,FALSE,13,1,1
"S19-4053279","AssBase",2019-06-26,2019-06-28,2019-07-14,2019-07-14,144.15,144.15,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-4054317","AssBase",2019-12-08,2019-12-10,2020-01-03,2020-01-03,251.99,251.99,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-4063202","AssBase",2019-12-09,2019-12-19,2020-02-03,2020-02-03,-262.61,-262.61,FALSE,FALSE,FALSE,TRUE,TRUE,10,1,0
"S19-4070152","AssBase",2019-08-19,2019-08-22,2019-09-13,2019-09-13,-273.38,-273.38,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,0
"S19-4084936","AssBase",2019-02-25,2019-02-25,2019-07-11,2019-07-11,210.48,210.48,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4086276","AssBase",2019-03-01,2019-03-08,2019-03-22,2019-03-22,226.38,226.38,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1
"S19-4088708","Ass0km",2019-11-11,2019-11-12,2020-01-22,2020-01-22,-273.3,-273.3,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,0
"S19-4090212","AssBase",2019-11-17,2019-11-17,2019-12-02,2019-12-02,153.89,153.89,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4094151","AssBase",2019-01-01,2019-01-01,2019-03-07,2019-03-07,188.03,188.03,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4094782","AssBase",2019-03-27,2019-03-27,2020-08-27,2020-08-27,169.71,169.71,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4095283","AssBase",2019-12-16,2019-12-16,2019-12-30,2019-12-30,196.28,196.28,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4103561","AssBase",2019-06-17,2019-06-21,2019-10-19,2019-10-19,171.27,171.27,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S19-4108215","AssBase",2019-08-22,2019-08-24,2019-09-01,2019-09-01,281.13,281.13,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-4109371","AssBase",2019-04-19,2019-04-20,2019-05-31,2019-05-31,216.23,216.23,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-4132595","Ass0km",2019-02-18,2019-02-20,2019-05-12,2019-05-12,-210.12,-210.12,FALSE,FALSE,FALSE,TRUE,TRUE,2,1,0
"S19-4133569","AssBase",2019-08-02,2019-08-02,2019-10-27,2019-10-27,144.88,144.88,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4140842","Ass0km",2019-05-29,2019-05-29,2019-08-22,2019-08-22,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-4141844","AssBase",2019-11-06,2019-11-06,2019-12-14,2019-12-14,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-4143810","AssBase",2019-03-08,2019-03-08,2019-03-08,2019-03-08,-230.33,-230.33,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S19-4144309","AssBase",2019-02-08,2019-02-12,2019-06-12,2019-06-12,234.42,234.42,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S19-4146182","Ass0km",2019-04-02,2019-04-10,2019-05-07,2019-05-07,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,0
"S19-4147006","AssBase",2019-04-06,2019-04-06,2019-05-11,2019-05-11,164.6,164.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4155860","Ass0km",2019-06-17,2019-06-21,2019-07-30,2019-07-30,-215.02,-215.02,FALSE,FALSE,FALSE,TRUE,TRUE,4,1,0
"S19-4164071","Ass0km",2019-07-28,2019-07-28,2019-08-05,2019-08-05,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-4173035","AssBase",2019-09-09,2019-09-09,2019-10-08,2019-10-08,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-4175441","AssBase",2019-12-09,2019-12-12,2020-01-18,2020-01-18,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0
"S19-4177386","AssBase",2019-08-23,2019-08-23,2020-02-23,2020-02-23,163.67,163.67,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4177640","Ass0km",2019-02-05,2019-02-05,2019-03-22,2019-03-22,-277.81,-277.81,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S19-4180609","AssBase",2019-01-09,2019-01-09,2019-05-13,2019-05-13,177.91,177.91,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4181843","AssBase",2019-08-27,2019-08-27,2019-09-22,2019-09-22,175.19,175.19,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4188347","AssBase",2019-08-14,2019-08-15,2019-09-26,2019-09-26,259.15,259.15,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-4192602","AssBase",2019-10-01,2019-10-01,2020-01-08,2020-01-08,179.22,179.22,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4197786","Ass0km",2019-02-13,2019-02-14,2019-02-14,2019-02-14,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S19-4209251","AssBase",2019-10-19,2019-10-19,2019-11-27,2019-11-27,181.3,181.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4215674","AssBase",2019-04-05,2019-04-05,2019-06-22,2019-06-22,186.09,186.09,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4217975","AssBase",2019-01-03,2019-01-05,2019-01-05,2019-01-05,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0
"S19-4222940","Ass0km",2019-08-15,2019-08-17,2019-08-25,2019-08-25,-263,-263,FALSE,FALSE,FALSE,TRUE,TRUE,2,1,0
"S19-4223824","AssBase",2019-04-16,2019-04-30,2019-05-11,2019-05-11,182.67,182.67,FALSE,FALSE,FALSE,FALSE,FALSE,14,1,1
"S19-4225524","AssBase",2019-12-07,2019-12-07,2020-01-14,2020-01-14,255.56,255.56,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4225612","Ass0km",2019-02-16,2019-02-16,2019-02-24,2019-02-24,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-4229103","AssVHR",2019-08-14,2019-08-15,2019-12-16,2019-12-16,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S19-4231891","AssBase",2019-12-10,2019-12-12,2020-02-22,2020-02-22,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0
"S19-4233613","AssBase",2019-12-11,2019-12-11,2019-12-31,2019-12-31,178.67,178.67,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4236879","AssVHR",2019-10-02,2019-10-03,2019-10-03,2019-10-03,-284.99,-284.99,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,0
"S19-4242037","AssBase",2019-12-13,2019-12-17,2020-02-01,2020-02-01,190.4,190.4,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S19-4249901","AssBase",2019-07-28,2019-08-06,2019-10-10,2019-10-10,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,0
"S19-4253508","AssBase",2019-07-23,2019-07-30,2019-09-09,2019-09-09,248.29,248.29,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1
"S19-4259490","AssBase",2019-08-19,2019-08-19,2019-10-13,2019-10-13,184.9,184.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4262332","AssBase",2019-01-29,2019-02-03,2019-06-06,2019-06-06,147.14,147.14,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S19-4267125","Ass0km",2019-01-24,2019-01-24,2019-07-02,2019-07-02,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-4277951","AssVHR",2019-10-31,2019-11-01,2020-02-04,2020-02-04,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S19-4280202","AssBase",2019-09-10,2019-09-13,2019-10-27,2019-10-27,236.02,236.02,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S19-4281233","Ass0km",2019-03-06,2019-03-22,2019-04-06,2019-04-06,-274.29,-274.29,FALSE,FALSE,FALSE,TRUE,TRUE,16,1,0
"S19-4287353","AssBase",2019-02-02,2019-02-05,2019-05-01,2019-05-01,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0
"S19-4288852","AssBase",2019-05-10,2019-05-13,2019-08-11,2019-08-11,-219.95,-219.95,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,0
"S19-4290918","Ass0km",2019-07-08,2019-07-10,2019-12-05,2019-12-05,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0
"S19-4295974","AssBase",2019-11-28,2019-11-28,2019-12-08,2019-12-08,176.74,176.74,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4302559","AssBase",2019-09-09,2019-09-12,2019-10-24,2019-10-24,201.42,201.42,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S19-4303679","AssVHR",2019-07-16,2019-07-16,2019-11-23,2019-11-23,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-4306817","AssBase",2019-03-01,2019-03-03,2019-03-20,2019-03-20,161.95,161.95,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-4309777","AssBase",2019-02-02,2019-02-02,2019-03-06,2019-03-06,133.79,133.79,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4309996","AssVHR",2019-03-13,2019-03-15,2019-09-29,2019-09-29,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0
"S19-4311773","AssVHR",2019-07-11,2019-07-11,2020-01-01,2020-01-01,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-4311971","AssBase",2019-12-19,2019-12-22,2020-03-25,2020-03-25,186.43,186.43,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S19-4314445","AssBase",2019-07-29,2019-07-30,2019-09-16,2019-09-16,216.46,216.46,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-4318360","AssVHR",2019-10-23,2019-10-25,2020-01-26,2020-01-26,-228.86,-228.86,FALSE,FALSE,FALSE,TRUE,TRUE,2,1,0
"S19-4321576","AssBase",2019-04-25,2019-04-27,2019-09-20,2019-09-20,240.46,240.46,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-4325097","AssBase",2019-02-17,2019-02-17,2019-10-10,2019-10-10,-225.9,-225.9,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S19-4325654","AssVHR",2019-07-24,2019-07-24,2019-10-27,2019-10-27,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-4327752","AssBase",2019-08-02,2019-08-02,2019-08-13,2019-08-13,-282.92,-282.92,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S19-4328530","Ass0km",2019-12-20,2019-12-20,2020-01-07,2020-01-07,-273,-273,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S19-4332612","AssBase",2019-09-10,2019-09-16,2019-12-21,2019-12-21,176.66,176.66,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1
"S19-4337388","AssBase",2019-04-11,2019-04-17,2019-05-04,2019-05-04,1916.38,1916.38,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1
"S19-4338238","AssBase",2019-07-09,2019-07-10,2019-11-06,2019-11-06,-244.5,-244.5,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,0
"S19-4338336","AssBase",2019-11-29,2019-11-29,2020-03-07,2020-03-07,-217.06,-217.06,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S19-4340394","AssVHR",2019-02-20,2019-02-20,2019-05-24,2019-05-24,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-4340777","Ass0km",2019-08-18,2019-08-18,2020-03-02,2020-03-02,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-4341259","AssBase",2019-02-21,2019-02-23,2019-03-17,2019-03-17,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0
"S19-4353744","AssBase",2019-08-14,2019-08-15,2019-09-20,2019-09-20,139.36,139.36,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-4355986","AssBase",2019-02-20,2019-02-20,2019-04-01,2019-04-01,162.4,162.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4364307","AssVHR",2019-05-31,2019-06-03,2019-09-05,2019-09-05,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0
"S19-4367491","AssBase",2019-01-20,2019-01-21,2019-06-10,2019-06-10,144.33,144.33,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-4368253","AssBase",2019-09-23,2019-09-25,2020-02-03,2020-02-03,243.1,243.1,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-4385639","AssBase",2019-08-03,2019-08-18,2019-11-07,2019-11-07,188.6,188.6,FALSE,FALSE,FALSE,FALSE,FALSE,15,1,1
"S19-4401222","AssBase",2019-12-18,2019-12-21,2019-12-21,2019-12-21,133.04,133.04,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S19-4406091","AssBase",2019-06-15,2019-06-15,2019-06-15,2019-06-15,176.62,176.62,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4407376","AssVHR",2019-10-11,2019-10-11,2020-04-06,2020-04-06,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-4408017","AssBase",2019-09-13,2019-09-15,2020-01-09,2020-01-09,217.32,217.32,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-4409622","AssBase",2019-05-10,2019-05-17,2019-07-28,2019-07-28,192.56,192.56,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1
"S19-4410108","AssBase",2019-12-11,2019-12-11,2020-01-22,2020-01-22,145.17,145.17,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4410901","AssVHR",2019-03-14,2019-03-14,2019-07-29,2019-07-29,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-4411854","AssBase",2019-11-12,2019-11-13,2021-03-04,2021-03-04,149.72,149.72,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-4413058","AssBase",2019-10-12,2019-10-14,2019-11-06,2019-11-06,193.23,193.23,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-4416232","AssBase",2019-07-14,2019-07-14,2019-09-27,2019-09-27,-227.53,-227.53,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S19-4416271","AssBase",2019-12-10,2019-12-11,2020-01-18,2020-01-18,128.86,128.86,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-4424622","AssVHR",2019-03-29,2019-03-30,2019-07-24,2019-07-24,-275.74,-275.74,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,0
"S19-4425386","AssVHR",2019-09-30,2019-10-01,2020-01-28,2020-01-28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S19-4426828","AssBase",2019-12-16,2019-12-21,2020-01-07,2020-01-07,177.09,177.09,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S19-4439058","AssBase",2019-06-17,2019-06-20,2019-09-21,2019-09-21,202.55,202.55,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S19-4444977","Ass0km",2019-07-22,2019-07-29,2020-03-16,2020-03-16,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,0
"S19-4449790","AssBase",2019-02-20,2019-02-21,2019-03-09,2019-03-09,335.92,335.92,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-4458358","AssBase",2019-01-15,2019-01-16,2019-03-20,2019-03-20,1889.11,1889.11,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-4463202","AssBase",2019-04-22,2019-04-28,2019-05-10,2019-05-10,-227.08,-227.08,FALSE,FALSE,FALSE,TRUE,TRUE,6,1,0
"S19-4463558","AssBase",2019-08-29,2019-09-02,2019-10-02,2019-10-02,207,207,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S19-4468945","AssVHR",2019-02-11,2019-02-12,2019-02-12,2019-02-12,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S19-4472620","AssBase",2019-11-30,2019-11-30,2019-12-29,2019-12-29,240.21,240.21,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4475132","AssBase",2019-05-03,2019-05-03,2020-01-01,2020-01-01,176.01,176.01,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4475581","AssBase",2019-03-12,2019-03-13,2019-07-26,2019-07-26,163.24,163.24,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-4478016","AssBase",2019-01-12,2019-01-19,2019-04-16,2019-04-16,215.17,215.17,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1
"S19-4484253","AssBase",2019-01-08,2019-01-20,2019-02-10,2019-02-10,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,0
"S19-4487692","AssBase",2019-04-28,2019-04-28,2019-06-04,2019-06-04,222.1,222.1,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4490996","Ass0km",2019-03-31,2019-04-01,2019-05-30,2019-05-30,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S19-4491354","AssBase",2019-04-17,2019-04-17,2019-05-14,2019-05-14,199.16,199.16,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-4492566","AssBase",2019-08-31,2019-09-02,2020-01-06,2020-01-06,209.99,209.99,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-4495437","AssBase",2019-02-02,2019-02-08,2019-05-02,2019-05-02,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,0
"S19-4496111","AssBase",2019-07-31,2019-08-01,2019-08-27,2019-08-27,232.66,232.66,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-4504391","AssBase",2019-12-15,2019-12-15,2020-01-13,2020-01-13,211.37,211.37,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
