"idx_sin","gar_sin","surv_sin","decl_sin","clo_sin","gest_sin","mt_eval","mt_regl","incoh_decl_before_surv","incoh_gest_before_decl","incoh_clo_before_surv","incoh_neg_eval","incoh_neg_regl","delai_declaration_jours","sinistre_cloturé","sinistre_payé","idx_ct","idx_year","vh_immat","sit_start_date","sit_end_date","sit_expo","drv1age","drv1sex","drv1drive_licence_type","drv1drive_licence_age","vh_age","ct_frm","ct_ass_base","ct_ass0km","ct_ass_vhr","vh_segment","vh_marque","vh_energy","vh_weight","vh_din","vh_value","vh_group","vh_class","ct_usage","ct_km","ct_deduc","claims_ant","ct_insee","id1_ass_base","id1_ass0km","id1_ass_vhr","id2_ass_base","id2_ass0km","id2_ass_vhr","id3_ass_base","id3_ass0km","id3_ass_vhr","cot_ass_base","cot_ass0km","cot_ass_vhr","duree_contrat_jours","jeune_conducteur","cotisation_total","source_id"
"S20-1227847","AssBase","2020-05-05","2020-05-08","2020-10-02","2020-10-02",209.41,209.41,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C003404539",2020,"TQ-9967-FZ","2020-01-21","2020-12-31",0.945355191256831,49,"H","Traditionnel",27.95,10.43,"Mini",1,0,0,"Citadine","Citroen","Essence",825,121,9380.94,5,3,"Pri","N",400,1,"24479","S20-1227847",NA,NA,NA,NA,NA,NA,NA,NA,31.24,0,0,345,0,31.24,"id1_ass_base"
"S20-1229763","AssBase","2020-04-15","2020-04-17","2020-04-17","2020-04-17",266.88,266.88,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003406470",2020,"AZ-2735-MR","2020-04-10","2020-12-31",0.726775956284153,50,"H","Traditionnel",28.66,13.1,"Med1",1,0,0,"SUV","Renault","Essence",1146,105,10752.8,19,2,"Pri","N",400,1,"76123","S20-1229763",NA,NA,NA,NA,NA,NA,NA,NA,27.69,0,0,265,0,27.69,"id1_ass_base"
"S20-1229869","AssBase","2020-12-07","2020-12-23","2021-04-10","2021-04-10",186.05,186.05,FALSE,FALSE,FALSE,FALSE,FALSE,16,1,1,"C003406568",2020,"CN-0210-FJ","2020-07-25","2020-12-31",0.437158469945355,29,"F","Traditionnel",10.93,1.31,"Maxi",1,0,0,"Citadine","Peugeot","Essence",1493,147,25095.11,13,4,"Pri","O",200,0,"80785","S20-1229869",NA,NA,NA,NA,NA,NA,NA,NA,13.74,0,0,159,0,13.74,"id1_ass_base"
"S20-1231888","AssBase","2020-08-21","2020-08-21","2021-02-08","2021-02-08",155.67,155.67,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003408569",2020,"HL-8021-RP","2020-03-16","2020-12-31",0.795081967213115,28,"H","Traditionnel",7.8,13.32,"Mini",1,0,0,"Citadine","Nissan","Essence",1010,128,5874.06,26,3,"Pri","O",400,0,"65022","S20-1231888",NA,NA,NA,NA,NA,NA,NA,NA,23.48,0,0,290,0,23.48,"id1_ass_base"
"S20-1232032","AssBase","2020-11-13","2020-11-16","2021-01-19","2021-01-19",206.31,206.31,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C003408697",2020,"EL-4698-FK","2020-03-24","2020-12-31",0.773224043715847,70,"F","Cond Accompagnée",50.26,1.52,"Med1",1,0,0,"Compacte","Autre","Essence",1448,154,10638.1,22,3,"Pri","N",400,0,"54591","S20-1232032",NA,NA,NA,NA,NA,NA,NA,NA,22.96,0,0,282,0,22.96,"id1_ass_base"
"S20-1232310","AssBase","2020-05-05","2020-05-06","2020-05-31","2020-05-31",181.89,181.89,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003408943",2020,"JY-2997-DL","2020-04-14","2020-12-31",0.715846994535519,21,"H","Traditionnel",0.47,0.88,"Maxi",1,0,0,"Citadine","Peugeot","Diesel",1334,106,21366.09,13,3,"Pri","N",200,0,"55022","S20-1232310",NA,NA,NA,NA,NA,NA,NA,NA,20.12,0,0,261,1,20.12,"id1_ass_base"
"S20-1232417","AssBase","2020-12-22","2020-12-23","2021-02-28","2021-02-28",153.41,153.41,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003409031",2020,"MG-1952-QC","2020-08-18","2020-12-31",0.371584699453552,44,"H","Traditionnel",24.13,12.1,"Med1",1,1,0,"Compacte","Peugeot","Diesel",2050,186,15195.15,28,3,"Pri","N",400,1,"21233","S20-1232417",NA,NA,NA,NA,NA,NA,NA,NA,15.09,21.2,0,135,0,36.29,"id1_ass_base"
"S20-1232896","AssBase","2020-12-23","2020-12-26","2021-01-23","2021-01-23",187.91,187.91,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C003409479",2020,"MF-8928-GT","2020-11-15","2020-12-31",0.128415300546448,33,"F","Traditionnel",13.89,13.49,"Mini",1,0,0,"Citadine","Citroen","Electrique/Hybride",1388,198,14278.79,9,3,"Pro","N",400,1,"63440","S20-1232896",NA,NA,NA,NA,NA,NA,NA,NA,4.37,0,0,46,0,4.37,"id1_ass_base"
"S20-1232928","AssBase","2020-12-19","2020-12-26","2021-02-21","2021-02-21",219.73,219.73,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1,"C003409509",2020,"PH-5399-XQ","2020-01-28","2020-12-31",0.926229508196721,24,"H","Traditionnel",5.54,1.6,"Maxi",1,0,0,"Citadine","Citroen","Electrique/Hybride",1363,144,15276.09,11,3,"Pri","N",400,0,"2B193","S20-1232928",NA,NA,NA,NA,NA,NA,NA,NA,26.04,0,0,338,1,26.04,"id1_ass_base"
"S20-1233102","AssBase","2020-08-10","2020-08-11","2020-09-09","2020-09-09",243.51,243.51,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003409687",2020,"QD-5787-KR","2020-03-15","2020-12-31",0.797814207650273,75,"H","Cond Accompagnée",56.36,0.72,"Mini",1,0,0,"Compacte","Peugeot","Electrique/Hybride",1939,218,26666.29,21,4,"Pro","N",300,2,"31283","S20-1233102",NA,NA,NA,NA,NA,NA,NA,NA,24.03,0,0,291,0,24.03,"id1_ass_base"
"S20-1233833","AssBase","2020-10-08","2020-10-09","2020-12-06","2020-12-06",164.12,164.12,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003410370",2020,"TS-3173-CC","2020-01-21","2020-12-31",0.945355191256831,55,"H","Traditionnel",35.83,1.03,"Maxi",1,0,0,"Citadine","Toyota","Diesel",1379,65,4987.79,15,3,"Pri","N",400,0,"21183","S20-1233833",NA,NA,NA,NA,NA,NA,NA,NA,25.4,0,0,345,0,25.4,"id1_ass_base"
"S20-1234003","AssBase","2020-09-03","2020-09-05","2021-04-28","2021-04-28",184.96,184.96,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003410514",2020,"CR-2910-XP","2020-02-03","2020-12-31",0.909836065573771,20,"H","Traditionnel",0.84,13.88,"Mini",1,0,0,"Citadine","Autre","Diesel",1273,111,16756.47,11,3,"Pri","N",300,0,"80590","S20-1234003",NA,NA,NA,NA,NA,NA,NA,NA,32.52,0,0,332,1,32.52,"id1_ass_base"
"S20-1234400","AssBase","2020-08-31","2020-08-31","2020-08-31","2020-08-31",247.82,247.82,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003410886",2020,"TZ-1447-RJ","2020-05-03","2020-12-31",0.663934426229508,60,"H","Traditionnel",40.59,9.46,"Maxi",1,1,0,"Familiale","Renault","Essence",812,86,13617.86,12,3,"Pri","N",200,1,"62638","S20-1234400",NA,NA,NA,NA,NA,NA,NA,NA,25.3,25,0,242,0,50.3,"id1_ass_base"
"S21-0042623","AssBase","2021-08-23","2021-08-30","2021-10-03","2021-10-03",212.76,212.76,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1,"C002513967",2021,"XY-0577-LL","2021-01-01","2021-12-31",1,65,"H","Traditionnel",46.75,13.9,"Med2",1,1,1,"Compacte","Peugeot","Diesel",1422,111,10428.28,11,3,"Pri","N",200,0,"74074","S21-0042623",NA,NA,NA,NA,NA,NA,NA,NA,60.77,41.15,33.8,364,0,135.72,"id1_ass_base"
"S21-0042721","AssBase","2021-01-10","2021-01-22","2021-03-03","2021-03-03",218.88,218.88,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,1,"C002514041",2021,"EL-8003-AT","2021-01-01","2021-12-31",1,30,"F","Traditionnel",9.18,12.2,"Mini",1,0,0,"Familiale","Peugeot","Essence",1273,113,6705.77,18,2,"Pri","N",300,0,"19043","S21-0042721",NA,NA,NA,NA,NA,NA,NA,NA,46.03,0,0,364,0,46.03,"id1_ass_base"
"S21-0043288","AssBase","2021-05-13","2021-05-13","2021-07-19","2021-07-19",173.02,173.02,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002514483",2021,"JJ-5189-ZE","2021-01-01","2021-12-31",1,51,"H","Traditionnel",29.82,12.33,"Mini",1,0,0,"Citadine","Renault","Diesel",1892,160,14658.53,22,3,"Pri","N",200,0,"69093","S21-0043288",NA,NA,NA,NA,NA,NA,NA,NA,45.93,0,0,364,0,45.93,"id1_ass_base"
"S21-0043592","AssBase","2021-09-15","2021-09-15","2021-11-17","2021-11-17",180.14,180.14,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002514689",2021,"JR-4671-JC","2021-01-01","2021-12-31",1,46,"H","Traditionnel",26.42,20.99,"Mini",1,0,0,"Citadine","Peugeot","Essence",1026,119,6108.42,25,2,"Pro","N",200,1,"16110","S21-0043592",NA,NA,NA,NA,NA,NA,NA,NA,40.06,0,0,364,0,40.06,"id1_ass_base"
"S21-0043684","AssBase","2021-02-24","2021-02-24","2021-03-17","2021-03-17",172.49,172.49,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002514756",2021,"GH-9407-FS","2021-01-01","2021-12-31",1,52,"H","Traditionnel",31.44,10.27,"Mini",1,0,0,"Compacte","Peugeot","Essence",1243,110,11742.94,14,3,"Pri","N",200,0,"61151","S21-0043684",NA,NA,NA,NA,NA,NA,NA,NA,46,0,0,364,0,46,"id1_ass_base"
"S21-0043749","AssBase","2021-01-18","2021-01-26","2021-05-17","2021-05-17",205.95,205.95,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1,"C002514816",2021,"LY-3020-LN","2021-01-01","2021-12-31",1,48,"F","Traditionnel",27.65,15.51,"Mini",1,0,0,"Citadine","Citroen","Diesel",1633,73,9199.26,12,2,"Pri","O",300,0,"40142","S21-0043749",NA,NA,NA,NA,NA,NA,NA,NA,41.34,0,0,364,0,41.34,"id1_ass_base"
"S21-0043982","AssBase","2021-11-23","2021-11-24","2021-12-19","2021-12-19",161.7,161.7,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002514983",2021,"MZ-4687-LT","2021-01-01","2021-12-31",1,39,"F","Cond Accompagnée",19.98,16.73,"Mini",1,0,0,"SUV","Peugeot","Essence",1062,98,4110.45,5,3,"Pro","N",200,0,"62549","S21-0043982",NA,NA,NA,NA,NA,NA,NA,NA,41.4,0,0,364,0,41.4,"id1_ass_base"
"S21-0044166","AssBase","2021-04-19","2021-04-21","2021-12-12","2021-12-12",152.77,152.77,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C002515108",2021,"ZM-2152-QT","2021-01-01","2021-12-31",1,47,"F","Traditionnel",28.3,7.2,"Maxi",1,0,0,"Citadine","Autre","Electrique/Hybride",2006,194,19201.37,22,4,"Pro","N",300,0,"40051","S21-0044166",NA,NA,NA,NA,NA,NA,NA,NA,47.08,0,0,364,0,47.08,"id1_ass_base"
"S21-0044647","AssBase","2021-02-03","2021-02-03","2021-03-14","2021-03-14",232.06,232.06,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002515478",2021,"RN-2481-ZE","2021-01-01","2021-12-31",1,55,"F","Cond Accompagnée",33.63,7.64,"Med2",1,1,1,"SUV","Citroen","Diesel",1857,183,20147.13,22,4,"Pri","N",200,1,"72161","S21-0044647",NA,NA,NA,NA,NA,NA,NA,NA,69.73,46.1,37.24,364,0,153.07,"id1_ass_base"
"S21-0044712","AssBase","2021-05-26","2021-05-26","2022-01-23","2022-01-23",184.28,184.28,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002515522",2021,"QK-2185-PE","2021-01-01","2021-12-31",1,21,"H","Traditionnel",2.09,12.85,"Med2",1,0,0,"Compacte","Renault","Electrique/Hybride",1555,151,6939.9,22,2,"Pri","N",300,0,"51197","S21-0044712",NA,NA,NA,NA,NA,NA,NA,NA,44.41,0,0,364,1,44.41,"id1_ass_base"
"S21-0044899","AssBase","2021-06-21","2021-06-21","2021-07-15","2021-07-15",253.75,253.75,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002515668",2021,"MQ-1891-EQ","2021-01-01","2021-12-31",1,23,"H","Cond Accompagnée",2.09,8.68,"Mini",1,0,0,"Familiale","Citroen","Essence",1277,106,8451.97,19,3,"Pri","N",200,0,"38248","S21-0044899",NA,NA,NA,NA,NA,NA,NA,NA,48.24,0,0,364,1,48.24,"id1_ass_base"
"S21-0045216","AssBase","2021-02-23","2021-02-26","2021-06-01","2021-06-01",193.08,193.08,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C002515888",2021,"BE-0405-QR","2021-01-01","2021-12-31",1,48,"H","Traditionnel",29.97,15.19,"Mini",1,0,0,"Familiale","Fiat","Electrique/Hybride",1238,64,10153.48,7,2,"Pri","N",300,0,"29107","S21-0045216",NA,NA,NA,NA,NA,NA,NA,NA,49.26,0,0,364,0,49.26,"id1_ass_base"
"S21-0045285","AssBase","2021-05-09","2021-05-09","2021-07-08","2021-07-08",139.47,139.47,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002515935",2021,"SJ-0626-PR","2021-01-01","2021-12-31",1,48,"H","Traditionnel",26.01,17.24,"Maxi",1,0,0,"Citadine","Renault","Diesel",1558,93,1981.96,8,2,"Pri","O",300,0,"70225","S21-0045285",NA,NA,NA,NA,NA,NA,NA,NA,39.04,0,0,364,0,39.04,"id1_ass_base"
"S21-0046110","AssBase","2021-03-18","2021-03-20","2021-05-27","2021-05-27",147.68,147.68,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C002516579",2021,"YQ-7693-RC","2021-01-01","2021-12-31",1,48,"H","Traditionnel",28.78,4.22,"Maxi",1,0,0,"Citadine","Renault","Diesel",1257,186,26177.39,17,3,"Pri","N",300,0,"87001","S21-0046110",NA,NA,NA,NA,NA,NA,NA,NA,45.94,0,0,364,0,45.94,"id1_ass_base"
"S21-0046170","AssBase","2021-07-17","2021-07-22","2021-08-16","2021-08-16",4454.13,4454.13,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1,"C002516626",2021,"YL-4458-ZJ","2021-01-01","2021-12-31",1,23,"F","Traditionnel",3.31,4.09,"Mini",1,0,0,"Citadine","Peugeot","Diesel",1906,161,18299.18,20,3,"Pri","N",400,0,"90059","S21-0046170",NA,NA,NA,NA,NA,NA,NA,NA,43.06,0,0,364,1,43.06,"id1_ass_base"
"S21-0046264","AssBase","2021-09-02","2021-09-06","2021-10-19","2021-10-19",226.54,226.54,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,"C002516696",2021,"XR-3225-KA","2021-01-01","2021-12-31",1,23,"H","Cond Accompagnée",3.67,16.59,"Mini",1,0,0,"SUV","Citroen","Diesel",1544,228,13897.15,23,4,"Pri","N",300,0,"19167","S21-0046264",NA,NA,NA,NA,NA,NA,NA,NA,48.9,0,0,364,1,48.9,"id1_ass_base"
"S21-0046673","AssBase","2021-09-21","2021-09-21","2021-10-19","2021-10-19",203.22,203.22,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002517013",2021,"LB-0055-YA","2021-01-01","2021-12-31",1,60,"H","Cond Accompagnée",39.42,16.48,"Maxi",1,0,0,"Compacte","Ford","Diesel",1291,98,4109.16,19,3,"Pri","N",400,0,"85236","S21-0046673",NA,NA,NA,NA,NA,NA,NA,NA,41.65,0,0,364,0,41.65,"id1_ass_base"
"S21-0047242","AssBase","2021-08-28","2021-08-28","2021-09-23","2021-09-23",4448.62,4448.62,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002517422",2021,"MQ-5366-BF","2021-01-01","2021-12-31",1,45,"F","Traditionnel",23.38,13.07,"Mini",1,0,0,"Citadine","Volkswagen","Essence",1452,94,22542.09,10,4,"Pri","N",300,0,"45093","S21-0047242",NA,NA,NA,NA,NA,NA,NA,NA,50.27,0,0,364,0,50.27,"id1_ass_base"
"S21-0047466","AssBase","2021-01-01","2021-01-01","2021-02-20","2021-02-20",214.02,214.02,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002517610",2021,"NM-1379-NE","2021-01-01","2021-12-31",1,47,"F","Traditionnel",28.29,12.39,"Mini",1,0,0,"Citadine","Audi","Essence",1132,137,6799.01,22,2,"Pri","N",300,0,"78368","S21-0047466",NA,NA,NA,NA,NA,NA,NA,NA,43.03,0,0,364,0,43.03,"id1_ass_base"
"S21-0047760","AssBase","2021-07-26","2021-07-27","2021-09-25","2021-09-25",149.97,149.97,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002517840",2021,"EF-8771-EN","2021-01-01","2021-12-31",1,49,"F","Traditionnel",29.15,14.14,"Mini",1,0,0,"Citadine","Dacia","Essence",1187,129,17889.13,16,4,"Pri","O",200,0,"8421","S21-0047760",NA,NA,NA,NA,NA,NA,NA,NA,46.2,0,0,364,0,46.2,"id1_ass_base"
"S21-0047884","AssBase","2021-08-11","2021-08-12","2021-09-24","2021-09-24",189.34,189.34,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002517919",2021,"BL-8008-TQ","2021-01-01","2021-12-31",1,37,"H","Traditionnel",18.42,11.97,"Mini",1,0,0,"Citadine","Autre","Essence",1100,94,3983.8,10,2,"Pri","N",200,0,"43031","S21-0047884",NA,NA,NA,NA,NA,NA,NA,NA,40.42,0,0,364,0,40.42,"id1_ass_base"
"S21-0047917","AssBase","2021-01-17","2021-01-17","2021-02-08","2021-02-08",201.28,201.28,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002517949",2021,"TB-7961-BX","2021-01-01","2021-12-31",1,45,"H","Traditionnel",24.76,16.1,"Med2",1,1,0,"Familiale","Autre","Essence",1136,102,3659.13,20,2,"Pri","N",200,0,"14595","S21-0047917",NA,NA,NA,NA,NA,NA,NA,NA,43.02,32.61,0,364,0,75.63,"id1_ass_base"
"S21-0048177","AssBase","2021-01-07","2021-01-08","2021-05-18","2021-05-18",123.71,123.71,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002518130",2021,"HD-4829-BR","2021-01-01","2021-12-31",1,48,"H","Traditionnel",29.87,12.37,"Mini",1,0,0,"Compacte","Autre","Essence",1143,101,7450.72,16,2,"Pri","N",400,0,"80205","S21-0048177",NA,NA,NA,NA,NA,NA,NA,NA,43.88,0,0,364,0,43.88,"id1_ass_base"
"S21-0048449","AssBase","2021-04-03","2021-04-04","2021-10-06","2021-10-06",174.56,174.56,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002518334",2021,"ZP-4910-JR","2021-01-01","2021-12-31",1,22,"H","Traditionnel",2.34,13.3,"Maxi",1,0,0,"Citadine","Renault","Essence",1237,165,2118.19,14,2,"Pri","N",300,1,"46155","S21-0048449",NA,NA,NA,NA,NA,NA,NA,NA,39.04,0,0,364,1,39.04,"id1_ass_base"
"S21-0048539","AssBase","2021-10-25","2021-10-25","2021-10-25","2021-10-25",210.02,210.02,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002518401",2021,"YG-2009-FK","2021-01-01","2021-12-31",1,50,"F","Traditionnel",29.19,6.29,"Maxi",1,0,0,"Familiale","Peugeot","Electrique/Hybride",1464,232,28268.08,16,4,"Pri","O",200,0,"18207","S21-0048539",NA,NA,NA,NA,NA,NA,NA,NA,55.71,0,0,364,0,55.71,"id1_ass_base"
"S21-0049436","AssBase","2021-05-20","2021-05-20","2021-06-05","2021-06-05",231.38,231.38,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002519047",2021,"KD-1127-FS","2021-01-01","2021-12-31",1,62,"H","Cond Accompagnée",41.64,11.77,"Med1",1,0,0,"Compacte","Nissan","Electrique/Hybride",1694,142,8354.24,20,3,"Pro","N",300,0,"27012","S21-0049436",NA,NA,NA,NA,NA,NA,NA,NA,42.62,0,0,364,0,42.62,"id1_ass_base"
"S21-0049495","AssBase","2021-03-16","2021-03-23","2021-04-28","2021-04-28",193.26,193.26,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1,"C002519081",2021,"LB-4495-EA","2021-01-01","2021-12-31",1,22,"F","Cond Accompagnée",3.78,14.28,"Mini",1,0,0,"Citadine","Renault","Essence",1353,198,12177.24,3,3,"Pri","N",300,0,"38249","S21-0049495",NA,NA,NA,NA,NA,NA,NA,NA,40.42,0,0,364,1,40.42,"id1_ass_base"
"S21-0049648","AssBase","2021-05-09","2021-05-09","2021-05-31","2021-05-31",214.07,214.07,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002519200",2021,"PY-5589-SJ","2021-01-01","2021-12-31",1,46,"H","Traditionnel",26.74,7.37,"Mini",1,0,0,"Compacte","Peugeot","Diesel",1570,204,15387.78,23,3,"Pri","N",200,2,"2A146","S21-0049648",NA,NA,NA,NA,NA,NA,NA,NA,47.74,0,0,364,0,47.74,"id1_ass_base"
"S21-0049862","AssBase","2021-01-30","2021-02-01","2021-05-22","2021-05-22",201.53,201.53,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C002519369",2021,"NY-6810-DD","2021-01-01","2021-12-31",1,33,"H","Traditionnel",12.38,10.87,"Mini",1,0,0,"Familiale","Peugeot","Diesel",1517,97,9989.66,10,3,"Pro","N",200,0,"89012","S21-0049862",NA,NA,NA,NA,NA,NA,NA,NA,44.67,0,0,364,0,44.67,"id1_ass_base"
"S21-0050256","AssBase","2021-03-06","2021-03-11","2021-03-28","2021-03-28",180.56,180.56,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1,"C002519656",2021,"CJ-1352-XF","2021-01-01","2021-12-31",1,40,"H","Traditionnel",19.09,12.73,"Mini",1,0,0,"Compacte","Autre","Diesel",1413,208,21938.24,17,4,"Pri","N",200,0,"69123","S21-0050256",NA,NA,"S21-3867937",NA,NA,NA,NA,NA,45.35,0,0,364,0,45.35,"id1_ass_base"
"S21-0050274","AssBase","2021-07-08","2021-07-08","2021-07-20","2021-07-20",153.42,153.42,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002519674",2021,"KS-9167-SJ","2021-01-01","2021-12-31",1,34,"F","Traditionnel",15.24,13.74,"Mini",1,0,0,"Citadine","Autre","Diesel",1722,117,3856.51,20,2,"Pri","O",200,1,"51492","S21-0050274",NA,NA,NA,NA,NA,NA,NA,NA,38.78,0,0,364,0,38.78,"id1_ass_base"
"S21-0050440","AssBase","2021-10-08","2021-10-28","2021-12-15","2021-12-15",4491.01,4491.01,FALSE,FALSE,FALSE,FALSE,FALSE,20,1,1,"C002519796",2021,"EE-1243-CK","2021-01-01","2021-12-31",1,25,"H","Traditionnel",5.98,10.07,"Mini",1,0,0,"Familiale","Peugeot","Essence",1161,87,14229.76,8,3,"Pri","N",200,0,"83100","S21-0050440",NA,NA,NA,NA,NA,NA,NA,NA,49.89,0,0,364,0,49.89,"id1_ass_base"
"S21-0050477","AssBase","2021-12-31","2022-01-03","2022-01-22","2022-01-22",164.06,164.06,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C002519818",2021,"MB-8285-RP","2021-01-01","2021-12-31",1,57,"H","Traditionnel",35.2,6.91,"Med1",1,1,0,"Familiale","Ford","Diesel",1580,129,9831.56,10,3,"Pri","N",200,0,"65141","S21-0050477",NA,NA,NA,NA,NA,NA,NA,NA,51.22,37.52,0,364,0,88.74,"id1_ass_base"
"S21-0050549","AssBase","2021-04-10","2021-04-27","2021-09-29","2021-09-29",175.07,175.07,FALSE,FALSE,FALSE,FALSE,FALSE,17,1,1,"C002519880",2021,"RT-4973-DR","2021-01-01","2021-12-31",1,43,"F","Cond Accompagnée",24.94,21.62,"Mini",1,0,0,"Citadine","Fiat","Essence",1120,95,9050.38,13,3,"Pro","N",200,0,"2605","S21-0050549",NA,NA,NA,NA,NA,NA,NA,NA,43.96,0,0,364,0,43.96,"id1_ass_base"
"S21-0050806","AssBase","2021-02-28","2021-03-01","2021-04-30","2021-04-30",221.27,221.27,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002520073",2021,"CP-8277-NB","2021-01-01","2021-12-31",1,51,"H","Traditionnel",31.88,13.5,"Mini",1,0,0,"Citadine","Autre","Electrique/Hybride",1606,155,15567.04,15,3,"Pri","O",400,0,"91085","S21-0050806",NA,NA,NA,NA,NA,NA,NA,NA,47.66,0,0,364,0,47.66,"id1_ass_base"
"S21-0050857","AssBase","2021-09-07","2021-09-22","2021-10-17","2021-10-17",202.58,202.58,FALSE,FALSE,FALSE,FALSE,FALSE,15,1,1,"C002520115",2021,"CK-2070-QQ","2021-01-01","2021-12-31",1,38,"H","Cond Accompagnée",16.54,2.01,"Med2",1,0,0,"Citadine","Toyota","Diesel",1971,168,26560.56,29,5,"Pri","N",200,1,"17109","S21-0050857",NA,NA,NA,NA,NA,NA,NA,NA,41.3,0,0,364,0,41.3,"id1_ass_base"
"S21-0050916","AssBase","2021-10-24","2021-10-25","2021-11-14","2021-11-14",183.89,183.89,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002520158",2021,"RL-1511-KQ","2021-01-01","2021-12-31",1,41,"H","Traditionnel",19.22,7.75,"Maxi",1,0,0,"Citadine","Renault","Diesel",1103,133,14891.95,16,4,"Pri","N",200,0,"17225","S21-0050916",NA,NA,NA,NA,NA,NA,NA,NA,42.62,0,0,364,0,42.62,"id1_ass_base"
"S21-0051114","AssBase","2021-07-07","2021-07-07","2021-08-05","2021-08-05",176.2,176.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002520286",2021,"JB-0413-YL","2021-01-01","2021-12-31",1,25,"H","Traditionnel",6.54,2.19,"Med1",1,1,1,"Familiale","Peugeot","Diesel",1418,56,4579.54,9,2,"Pri","N",400,1,"79023","S21-0051114",NA,NA,NA,NA,NA,NA,NA,NA,43.79,31.78,27.28,364,1,102.85,"id1_ass_base"
"S21-0051188","AssBase","2021-05-01","2021-05-07","2021-05-07","2021-05-07",245.23,245.23,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1,"C002520345",2021,"XT-8114-FK","2021-01-01","2021-12-31",1,41,"H","Traditionnel",22.1,11.71,"Med1",1,0,0,"Familiale","Audi","Essence",1379,102,9576.39,13,2,"Pri","O",200,0,"88049","S21-0051188",NA,NA,NA,NA,NA,NA,NA,NA,46.75,0,0,364,0,46.75,"id1_ass_base"
"S21-0051228","AssBase","2021-12-27","2021-12-27","2022-01-03","2022-01-03",180.15,180.15,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002520369",2021,"DX-1580-KX","2021-01-01","2021-12-31",1,36,"F","Cond Accompagnée",15.57,17.6,"Mini",1,0,0,"Citadine","Citroen","Diesel",1073,146,11320.66,14,2,"Pro","N",300,0,"3296","S21-0051228",NA,NA,NA,NA,NA,NA,NA,NA,44.55,0,0,364,0,44.55,"id1_ass_base"
